_id,post_title,post_view,comment_num,post_url,post_date,post_time,post_author
38,开盘就跌，收盘就吹的玩意！,328,0,"https://guba.eastmoney.com/news,300750,1546108155.html",2025-05-02,05:48,乐延晨
39,资讯机构持仓大曝光！社保、QFII、公募持股50强出炉,2.2万,22,"https://guba.eastmoney.com/news,600031,1546084380.html",2025-05-01,18:39,三一重工资讯
40,资讯深市公司2024年合计营收20.82万亿元，超七成公司实现盈利,2683,3,"https://guba.eastmoney.com/news,002594,1546078518.html",2025-05-01,17:00,比亚迪资讯
41,资讯深市龙头稳健领航：“压舱石”作用凸显 经营业绩稳中有进,1583,3,"https://guba.eastmoney.com/news,300750,1546070360.html",2025-05-01,14:24,宁德时代资讯
42,宁德时代拟下月在港上市！一个公司在A股上市卖了还去香港再卖等一下还要去美国卖又去,735,4,"https://guba.eastmoney.com/news,300750,1546067848.html",2025-05-01,13:44,回答你们加阐述
43,不懂就问，比亚迪一涨再涨，宁王始终趴着不动，与港股上市有关系吗？,448,0,"https://guba.eastmoney.com/news,300750,1546052897.html",2025-05-01,09:49,月亮落下有朝阳
44,赚钱了负债越来越多,351,0,"https://guba.eastmoney.com/news,300750,1546045394.html",2025-05-01,08:15,烦人的股票
45,资讯再创新高！深市平均每家公司分红超3亿元,600,0,"https://guba.eastmoney.com/news,003816,1546037262.html",2025-05-01,06:13,中国广核资讯
46,安克创新可能成为世界级大牛股湖南人投资老龄化记录一、创新驱动，科技为王。二、出海,642,1,"https://guba.eastmoney.com/news,300866,1546031987.html",2025-05-01,01:58,湖南人投资老龄化
47,资讯研发投入合计超7600亿元、超七成民企盈利……深市2024年年报交卷 来看十大亮点！,2850,1,"https://guba.eastmoney.com/news,300750,1546024145.html",2025-04-30,23:51,宁德时代资讯
48,资讯下“红包雨”！1884家深市公司平均分红3亿元,1367,5,"https://guba.eastmoney.com/news,000333,1546022927.html",2025-04-30,23:38,美的集团资讯
49,资讯2024年度深市上市公司业绩稳中有进 超七成公司实现盈利,1482,4,"https://guba.eastmoney.com/news,300750,1546022770.html",2025-04-30,23:37,宁德时代资讯
50,资讯深市龙头公司积极发挥“压舱石”作用 2024年实现净利润同比增长18.24%,1306,6,"https://guba.eastmoney.com/news,300750,1546022622.html",2025-04-30,23:35,宁德时代资讯
51,资讯深市分红总额再创新高 2024财年共计分红5789.55亿元,566,1,"https://guba.eastmoney.com/news,003816,1546022520.html",2025-04-30,23:34,中国广核资讯
52,中国中免港股上市后，大跌70%,521,2,"https://guba.eastmoney.com/news,300750,1546020542.html",2025-04-30,23:16,只买强势涨停的股
53,资讯分红总额再创新高！深市公司“真金白银”回报投资者,2610,7,"https://guba.eastmoney.com/news,003816,1546017246.html",2025-04-30,22:49,中国广核资讯
54,交易基础扎实的，应该都知道隔夜挂单是啥？,388,0,"https://guba.eastmoney.com/news,300750,1546017135.html",2025-04-30,22:48,妩媚的马舒茜
55,资讯“压舱石”作用凸显！深市36家龙头公司2024年净利同比增超18.24%,854,0,"https://guba.eastmoney.com/news,002594,1546004559.html",2025-04-30,21:21,比亚迪资讯
56,资讯沪深两市4月30日36只个股发生71笔大宗交易 共成交9.36亿元,737,0,"https://guba.eastmoney.com/news,300750,1545997731.html",2025-04-30,20:35,宁德时代资讯
57,资讯宁德时代大宗交易成交131.00万股 成交额2.98亿元,933,1,"https://guba.eastmoney.com/news,300750,1545995455.html",2025-04-30,20:20,宁德时代资讯
58,资讯5只个股大宗交易超5000万元,1264,0,"https://guba.eastmoney.com/news,300750,1545995249.html",2025-04-30,20:19,宁德时代资讯
59,资讯5789.55亿元！深市上市公司2024年度分红总额再创新高,1176,4,"https://guba.eastmoney.com/news,000333,1545993859.html",2025-04-30,20:11,美的集团资讯
60,下跌理由找到了，调整权重比例,357,0,"https://guba.eastmoney.com/news,300750,1545992221.html",2025-04-30,19:59,富可善贾de苏星河
61,对轮动到的A股晚上隔夜挂单，参与补涨机会。,310,0,"https://guba.eastmoney.com/news,300750,1545988976.html",2025-04-30,19:38,潇洒不羁的范三仟
62,调整指数权重了，宁德时代可以跌了，以后要让利锂矿公司了。,351,1,"https://guba.eastmoney.com/news,300750,1545982423.html",2025-04-30,18:57,韭菜很香加蛋更香
63,天天收盘都绿色,296,0,"https://guba.eastmoney.com/news,300750,1545981702.html",2025-04-30,18:53,股友M9xB6C
64,三只乌鸦下周惨了,329,0,"https://guba.eastmoney.com/news,300750,1545970264.html",2025-04-30,17:47,韭菜历险记第二篇
65,资讯宁德时代现2.98亿元折价大宗交易 机构买入,1401,5,"https://guba.eastmoney.com/news,300750,1545963911.html",2025-04-30,17:17,宁德时代资讯
66,资讯大宗交易：机构账户买入宁德时代2.98亿元（04-30）,522,2,"https://guba.eastmoney.com/news,300750,1545957970.html",2025-04-30,16:51,宁德时代资讯
67,今天最后一笔一定又是大宗折价交易,324,0,"https://guba.eastmoney.com/news,300750,1545941193.html",2025-04-30,15:47,一致看多的红龙
68,今天港股三大指数涨挺好,205,1,"https://guba.eastmoney.com/news,of001605,1545939507.html",2025-04-30,15:42,笑明月
70,这一辈子240都看不到了，节后无止境做空了,296,0,"https://guba.eastmoney.com/news,300750,1545932625.html",2025-04-30,15:24,圣卡西利亚斯
71,我站在267.6元的平台上祝大家五一快乐。,393,4,"https://guba.eastmoney.com/news,300750,1545932096.html",2025-04-30,15:22,YNKM老实人
72,涨没有你的份，砸盘你贡献真大,279,0,"https://guba.eastmoney.com/news,300750,1545932057.html",2025-04-30,15:22,圣卡西利亚斯
73,用你们脑子想想，底部还有那么多获利筹码，他还会下去原来的低点一百多。总之就是拉几,326,0,"https://guba.eastmoney.com/news,300750,1545930291.html",2025-04-30,15:17,清新脱俗的锦华3
74,券商五月王者归来,299,0,"https://guba.eastmoney.com/news,300750,1545927794.html",2025-04-30,15:11,韭菜变韭黄才升值
75,真是垃圾王！,281,0,"https://guba.eastmoney.com/news,300750,1545927778.html",2025-04-30,15:11,海港1117
76,最后时刻拉稀,285,1,"https://guba.eastmoney.com/news,300750,1545925119.html",2025-04-30,15:06,a我看行a
77,尾盘1.1万股是买盘还是卖盘啊怎么大量,467,7,"https://guba.eastmoney.com/news,300750,1545924646.html",2025-04-30,15:05,股友28W773067Z
78,这勾比也不咋滴,272,0,"https://guba.eastmoney.com/news,300750,1545922197.html",2025-04-30,15:02,基民Q2ke2y
79,四连阴，尾盘砸万手，牛,365,2,"https://guba.eastmoney.com/news,300750,1545921354.html",2025-04-30,15:01,财富首席御医
80,又来了，白天一天磨磨唧唧，几毛钱，几分钱的波动，收盘最后一分钟，先砸两块钱的，然,302,1,"https://guba.eastmoney.com/news,300750,1545921024.html",2025-04-30,15:00,基民356U853g62
81,每天砸尾盘，我真的服了,274,0,"https://guba.eastmoney.com/news,300750,1545920881.html",2025-04-30,15:00,坚强的韭菜大湿
82,看见没有，宁德时代就是赤裸裸的侵犯散户利益，这个老板可以了。,290,0,"https://guba.eastmoney.com/news,300750,1545920663.html",2025-04-30,15:00,牛市行情888
83,开始砸,267,0,"https://guba.eastmoney.com/news,300750,1545918163.html",2025-04-30,14:58,股友0905C8M330
84,尾盘总这死样子服了,277,1,"https://guba.eastmoney.com/news,300750,1545917583.html",2025-04-30,14:57,勇敢的许诚8
85,真的是垃圾。回购股,275,1,"https://guba.eastmoney.com/news,300750,1545917461.html",2025-04-30,14:57,股友720Z38050c
86,244的本，啥时候能到,292,2,"https://guba.eastmoney.com/news,300750,1545912680.html",2025-04-30,14:53,股友hM5qMC
87,研报越多跌得越多；莫出研报了,269,0,"https://guba.eastmoney.com/news,300750,1545912170.html",2025-04-30,14:53,股友TQdCzW
88,基本没量，没什么关注,274,1,"https://guba.eastmoney.com/news,300750,1545897295.html",2025-04-30,14:39,坚强的韭菜大湿
89,没钱拉这点大股。,261,1,"https://guba.eastmoney.com/news,300750,1545895003.html",2025-04-30,14:37,倾国倾城的漱玉轩
90,天天流入天天跌,265,1,"https://guba.eastmoney.com/news,300750,1545882026.html",2025-04-30,14:24,股友TQdCzW
91,有大神解答一下要持股过节吗？,387,9,"https://guba.eastmoney.com/news,300750,1545878760.html",2025-04-30,14:21,发财鱼8
92,资讯储能年度业绩揭晓：派能科技毛利率最高、中创新航增速最快,3875,5,"https://guba.eastmoney.com/news,300750,1545876317.html",2025-04-30,14:18,宁德时代资讯
93,收盘又要绿,259,0,"https://guba.eastmoney.com/news,300750,1545874752.html",2025-04-30,14:17,股友TQdCzW
94,坑散户的钱哟,264,1,"https://guba.eastmoney.com/news,300750,1545871005.html",2025-04-30,14:13,股友a138870w57
95,资讯宁德时代成为首家通过动力电池新国标企业 车企电池商加速布局,736,3,"https://guba.eastmoney.com/news,300750,1545857829.html",2025-04-30,14:00,宁德时代资讯
96,垃圾中的大垃圾，从来都不帮忙推动一下指数,256,1,"https://guba.eastmoney.com/news,300750,1545845882.html",2025-04-30,13:48,坚强的韭菜大湿
97,小心有条大鱼？,131,0,"https://guba.eastmoney.com/news,601238,1545844760.html",2025-04-30,13:47,价值推理
98,收盘绿2个点可能还不够,231,0,"https://guba.eastmoney.com/news,300750,1545837304.html",2025-04-30,13:39,祖逖北伐
99,不装了要绿了吗，这玩意还能拿吗,225,0,"https://guba.eastmoney.com/news,300750,1545829638.html",2025-04-30,13:31,勇敢的许诚8
100,利好消息越多，股价就会跌的越多，这就是反人性。炒股稳赚的秘诀就是，利好就跑，利空,223,0,"https://guba.eastmoney.com/news,300750,1545827544.html",2025-04-30,13:29,只买强势涨停的股
101,什么,217,0,"https://guba.eastmoney.com/news,300750,1545824702.html",2025-04-30,13:27,股友81WQ559058
102,越吹越跌,224,3,"https://guba.eastmoney.com/news,300750,1545818839.html",2025-04-30,13:21,A股没脊梁
103,宁德要香港上市了下周,516,3,"https://guba.eastmoney.com/news,300750,1545813264.html",2025-04-30,13:15,股友6299i730O2
104,买不进就不要硬买，卖不掉也就不要硬卖。投资不能顺应趋势就得果断的放弃。,210,0,"https://guba.eastmoney.com/news,300750,1545813081.html",2025-04-30,13:15,股友5D5637199R
106,资讯中国动力电池安全标准迎来三大升级 宁德时代拔得头筹,791,5,"https://guba.eastmoney.com/news,300750,1545806975.html",2025-04-30,13:08,宁德时代资讯
107,……,185,0,"https://guba.eastmoney.com/news,300750,1545805111.html",2025-04-30,13:06,慕美日
108,资讯A股十大“盈利王”“增长王”出炉,8259,13,"https://guba.eastmoney.com/news,601857,1545796920.html",2025-04-30,12:57,中国石油资讯
109,您的时代,187,1,"https://guba.eastmoney.com/news,300750,1545796132.html",2025-04-30,12:54,股友0227338Wu3
110,想卖了宁德时代，买一点中际旭创，大家有什么建议,310,5,"https://guba.eastmoney.com/news,300750,1545795119.html",2025-04-30,12:49,吃毒苹果的小红帽
111,欧洲大面积停电，家庭户储销量大增！,567,8,"https://guba.eastmoney.com/news,002460,1545793049.html",2025-04-30,12:40,活力的梅欣儿
112,从去年10月份就开始掉队。,177,1,"https://guba.eastmoney.com/news,300750,1545783795.html",2025-04-30,12:00,我的另一首ge
113,你看看这些大宗交易，带节奏地引它下来哈！,176,0,"https://guba.eastmoney.com/news,300750,1545778647.html",2025-04-30,11:44,股友d7BkV6
114,每天这个宁德时代每天都被基金卖空量化,144,0,"https://guba.eastmoney.com/news,300750,1545747162.html",2025-04-30,11:04,横刀立马斩熊
116,又砸盘。,132,0,"https://guba.eastmoney.com/news,300750,1545734131.html",2025-04-30,10:51,mwwqfspg
117,我可以这么说，宁王是最垃圾的权重，而且权重还最大,132,0,"https://guba.eastmoney.com/news,300750,1545734124.html",2025-04-30,10:51,坚强的韭菜大湿
118,资讯批量来袭！近480家公司集体出手，4只拟回购股一季度盈利超百亿元,1405,1,"https://guba.eastmoney.com/news,601390,1545728913.html",2025-04-30,10:47,中国中铁资讯
119,一块玩一天,117,0,"https://guba.eastmoney.com/news,300750,1545710661.html",2025-04-30,10:32,股友YrmFSI
120,。要等美联储6月底降息在买。跟去年9月一样。这个时候是最惨的阶段，谁买谁亏。,130,1,"https://guba.eastmoney.com/news,300750,1545710218.html",2025-04-30,10:32,只买强势涨停的股
121,资讯西南证券给予宁德时代买入评级,679,3,"https://guba.eastmoney.com/news,300750,1545699410.html",2025-04-30,10:24,宁德时代资讯
122,准备重组摘帽了,238,3,"https://guba.eastmoney.com/news,002496,1545698526.html",2025-04-30,10:23,牡丹花开迎蛇年
123,今天绿2个点够用吗？,104,1,"https://guba.eastmoney.com/news,300750,1545692241.html",2025-04-30,10:18,祖逖北伐
124,熊市不言底反弹不是底是底不反弹多头不死，跌势不止，上证现价3284点极不看好,103,0,"https://guba.eastmoney.com/news,300750,1545672139.html",2025-04-30,10:04,雨朦胧短线
125,普利特钠电池市场占于率第一,109,2,"https://guba.eastmoney.com/news,300750,1545671353.html",2025-04-30,10:04,只买抢手货
126,从宁德时代走了。感觉不好，资金一直在流出。我今年没有赚宁德时代钱的感觉。,138,2,"https://guba.eastmoney.com/news,300750,1545667124.html",2025-04-30,10:01,杰克微笑
127,一个回购压的死死的！,128,1,"https://guba.eastmoney.com/news,300750,1545665951.html",2025-04-30,10:00,股友O979038r50
128,垃圾,100,2,"https://guba.eastmoney.com/news,300750,1545663121.html",2025-04-30,09:59,股友87X5d37588
129,回购废了,100,1,"https://guba.eastmoney.com/news,300750,1545657107.html",2025-04-30,09:55,股友720Z38050c
130,缺德时代干活了,77,0,"https://guba.eastmoney.com/news,300750,1545654861.html",2025-04-30,09:54,sz2676
131,"最好逢高出货，空仓清仓,上证现价3284点,不看好节后大幅低开的话可以吃货了，",97,0,"https://guba.eastmoney.com/news,300750,1545652895.html",2025-04-30,09:53,雨朦胧短线
132,垃圾,86,1,"https://guba.eastmoney.com/news,300750,1545651488.html",2025-04-30,09:52,发财鱼8
133,天天报告好消息，股价就是不怎么涨。,101,1,"https://guba.eastmoney.com/news,300750,1545647383.html",2025-04-30,09:50,东财网友2714513513691608
134,研报2025年一季报点评：盈利能力稳定，海外产能加速建设,405,3,"https://guba.eastmoney.com/news,300750,1545641980.html",2025-04-30,09:47,宁德时代资讯
136,涨5个点,91,1,"https://guba.eastmoney.com/news,300750,1545606035.html",2025-04-30,09:31,乐观的颜博
137,荣盛发展5月8号重组了,242,1,"https://guba.eastmoney.com/news,002146,1545598414.html",2025-04-30,09:26,牡丹花开迎蛇年
138,这死鬼，咋啦？,58,0,"https://guba.eastmoney.com/news,300750,1545592949.html",2025-04-30,09:24,股友HUxaOz
139,竞价时跌今天就会涨。,64,0,"https://guba.eastmoney.com/news,300750,1545592192.html",2025-04-30,09:23,杰克微笑
140,要等美联储6月底降息在买。跟去年9月一样。这个时候是最惨的阶段，谁买谁亏。,72,1,"https://guba.eastmoney.com/news,300750,1545591622.html",2025-04-30,09:22,只买强势涨停的股
141,太难了，主力今天还是控盘。,86,1,"https://guba.eastmoney.com/news,300750,1545590811.html",2025-04-30,09:21,股虫111
142,资讯宁德时代：融资净买入7253.61万元，两市排名第14（04-29）,49,1,"https://guba.eastmoney.com/news,300750,1545590389.html",2025-04-30,09:20,宁德时代资讯
143,资讯追踪张坤、刘彦春等明星基金经理调仓路线：重回白酒 加仓科技,2.1万,39,"https://guba.eastmoney.com/news,hk00700,1545589362.html",2025-04-30,09:19,腾讯控股资讯
146,今天是要跌回230以下吗,98,2,"https://guba.eastmoney.com/news,300750,1545581730.html",2025-04-30,09:00,股友720Z38050c
147,资讯深耕主业 多点开花 上市企业加码研发投入,1599,4,"https://guba.eastmoney.com/news,002594,1545575102.html",2025-04-30,08:29,比亚迪资讯
148,资讯4只拟回购股一季度盈利超百亿元,4444,3,"https://guba.eastmoney.com/news,300750,1545573901.html",2025-04-30,08:21,宁德时代资讯
150,资讯从上海车展看汽车工业新变革,969,2,"https://guba.eastmoney.com/news,300750,1545556004.html",2025-04-30,05:49,宁德时代资讯
151,谁知道“新国标”究竟是怎么来的吗？,130,1,"https://guba.eastmoney.com/news,300750,1545551757.html",2025-04-30,05:20,东财网友1556513264824968
152,资讯研发投入刷新纪录 新能源产业引领A股创新浪潮,2320,6,"https://guba.eastmoney.com/news,002594,1545551145.html",2025-04-30,05:10,比亚迪资讯
153,资讯创新研发成势 上市公司显硬核担当,3016,8,"https://guba.eastmoney.com/news,002594,1545547549.html",2025-04-30,04:08,比亚迪资讯
154,资讯一季度超七成企业盈利,2063,13,"https://guba.eastmoney.com/news,300251,1545535123.html",2025-04-30,01:27,光线传媒资讯
155,比亚迪？宁德时代成首家通过动力电池新国标企业：测试要求不起火、不爆炸,189,0,"https://guba.eastmoney.com/news,300750,1545530347.html",2025-04-30,00:37,东财网友1556513264824968
156,资讯宁德时代成为首家通过动力电池新国标企业,787,4,"https://guba.eastmoney.com/news,300750,1545517297.html",2025-04-29,23:09,宁德时代资讯
157,资讯宁德时代成为首家通过动力电池“新国标”的企业,401,0,"https://guba.eastmoney.com/news,300750,1545516210.html",2025-04-29,23:04,宁德时代资讯
159,$宁德时代(SZ300750)$,110,1,"https://guba.eastmoney.com/news,300750,1545493266.html",2025-04-29,21:35,东财网友1556513264824968
160,当年上市没有多久就买过宁德时代..觉得这家公司不错涨的不多..当时70现送股了相,139,0,"https://guba.eastmoney.com/news,300750,1545481667.html",2025-04-29,20:55,腼腆羞涩的李芝蔓
161,资讯宁德时代：成为首家通过动力电池新国标的企业,3259,19,"https://guba.eastmoney.com/news,300750,1545477884.html",2025-04-29,20:42,宁德时代资讯
163,资讯“中国新能源电池之都”福建宁德：党建赋能产业链高质量发展,321,1,"https://guba.eastmoney.com/news,300750,1545476173.html",2025-04-29,20:37,宁德时代资讯
164,明天大涨,126,2,"https://guba.eastmoney.com/news,300750,1545473793.html",2025-04-29,20:29,股友M9xB6C
166,$宁德时代(SZ300750)$$比亚迪(SZ002594)$,163,0,"https://guba.eastmoney.com/news,300750,1545463434.html",2025-04-29,19:55,只买强势涨停的股
167,资讯大宗交易：机构账户买入宁德时代3.2亿元（04-29）,743,4,"https://guba.eastmoney.com/news,300750,1545451723.html",2025-04-29,19:13,宁德时代资讯
168,$宁德时代(SZ300750)$,107,0,"https://guba.eastmoney.com/news,300750,1545446268.html",2025-04-29,18:54,只买强势涨停的股
169,资讯【数据看盘】IM期指空头大幅加仓 量化资金活跃度逆势提升,3961,5,"https://guba.eastmoney.com/news,002131,1545446016.html",2025-04-29,18:53,利欧股份资讯
170,资讯沪深两市4月29日54只个股发生92笔大宗交易 共成交10.91亿元,1072,1,"https://guba.eastmoney.com/news,300750,1545440808.html",2025-04-29,18:35,宁德时代资讯
171,$宁德时代(SZ300750)$,108,0,"https://guba.eastmoney.com/news,300750,1545422836.html",2025-04-29,17:32,只买强势涨停的股
172,资讯携手华为乾崑、宁德时代，传祺构建中企“新巨轮”,597,2,"https://guba.eastmoney.com/news,300750,1545419613.html",2025-04-29,17:22,宁德时代资讯
173,港股到底啥时候上市？,142,1,"https://guba.eastmoney.com/news,300750,1545400879.html",2025-04-29,16:23,语无伦次的疯子
174,又尾盘大宗？,123,0,"https://guba.eastmoney.com/news,300750,1545383223.html",2025-04-29,15:32,蒲玉米
175,资讯沪深两市今日成交额合计1.02万亿，拓维信息成交额居首,6570,14,"https://guba.eastmoney.com/news,002261,1545377228.html",2025-04-29,15:17,拓维信息资讯
176,一飞冲天的力量,374,2,"https://guba.eastmoney.com/news,002146,1545373373.html",2025-04-29,15:09,一朵红色的玫瑰花
177,今天回购了多少？有公告不？？,107,0,"https://guba.eastmoney.com/news,300750,1545372046.html",2025-04-29,15:06,股友TQdCzW
178,这公司会不会被St哟？,137,1,"https://guba.eastmoney.com/news,300750,1545366585.html",2025-04-29,14:59,SPECULATION
179,纳电池+太阳能作为电存储并网。无敌了啊。根本不要在乎体积啊。放地上还安全起码涨到,205,7,"https://guba.eastmoney.com/news,300750,1545359497.html",2025-04-29,14:52,以后放假就清仓
180,收盘还得往下收！就这尿性！,105,1,"https://guba.eastmoney.com/news,300750,1545359416.html",2025-04-29,14:52,股友O979038r50
181,又让我们小散接了,95,1,"https://guba.eastmoney.com/news,300750,1545358388.html",2025-04-29,14:51,股友720Z38050c
182,都是小单大单都是卖的。,97,1,"https://guba.eastmoney.com/news,300750,1545358131.html",2025-04-29,14:51,股友720Z38050c
183,上市公司对自己的股价都没信心,85,0,"https://guba.eastmoney.com/news,300750,1545353066.html",2025-04-29,14:46,股友158m297w06
184,幸好今天只买了两位数试下水，果然深不可测。,95,0,"https://guba.eastmoney.com/news,300750,1545351348.html",2025-04-29,14:44,杰克微笑
185,渣,85,1,"https://guba.eastmoney.com/news,300750,1545346625.html",2025-04-29,14:39,倾国倾城的漱玉轩
186,要等美联储6月降息在买。跟去年9月一样。这个时候是最惨的阶段，谁买谁亏。,90,0,"https://guba.eastmoney.com/news,300750,1545345997.html",2025-04-29,14:39,只买强势涨停的股
187,牛逼,101,1,"https://guba.eastmoney.com/news,300750,1545337533.html",2025-04-29,14:30,体贴的斯特拉
188,我今天进来纯粹是来送钱的。,97,1,"https://guba.eastmoney.com/news,300750,1545334345.html",2025-04-29,14:27,杰克微笑
189,整个下午都在流出，这种股玩个锤子,93,1,"https://guba.eastmoney.com/news,300750,1545332597.html",2025-04-29,14:25,A股辣子鸡
190,，买啥啥亏,83,2,"https://guba.eastmoney.com/news,300750,1545327790.html",2025-04-29,14:19,已空仓
191,回购到180块吗这是,83,0,"https://guba.eastmoney.com/news,300750,1545327550.html",2025-04-29,14:19,股友720Z38050c
192,220可以买吗，,87,0,"https://guba.eastmoney.com/news,300750,1545325381.html",2025-04-29,14:16,股友BNFpQY
193,拉个涨停，慢慢回购呀,112,1,"https://guba.eastmoney.com/news,300750,1545324126.html",2025-04-29,14:15,已空仓
194,盘面给他压死了,77,0,"https://guba.eastmoney.com/news,300750,1545323737.html",2025-04-29,14:15,坚强的韭菜大湿
195,砸盘工具，只要想涨立马砸,75,0,"https://guba.eastmoney.com/news,300750,1545323277.html",2025-04-29,14:14,谁呀你是
196,这股的确是没啥投资价值，没有担当，五一前清掉就拉黑吧,74,0,"https://guba.eastmoney.com/news,300750,1545321166.html",2025-04-29,14:12,A股辣子鸡
197,服了就是废铁一个,70,0,"https://guba.eastmoney.com/news,300750,1545318211.html",2025-04-29,14:09,股友720Z38050c
198,垃圾,85,0,"https://guba.eastmoney.com/news,300750,1545317493.html",2025-04-29,14:08,倾国倾城的漱玉轩
199,"sb,天天跟反向操作",87,0,"https://guba.eastmoney.com/news,300750,1545309273.html",2025-04-29,13:59,坚强的韭菜大湿
200,近期，政策总提内需，,226,0,"https://guba.eastmoney.com/news,of001605,1545303991.html",2025-04-29,13:53,等风来22
201,大家注意了大盘现价3286在线下在三根线3300-3300线下，涨个，科技股,101,0,"https://guba.eastmoney.com/news,300750,1545296143.html",2025-04-29,13:44,雨朦胧短线
202,快点来个涨停，让我解套吧？,84,0,"https://guba.eastmoney.com/news,300750,1545294001.html",2025-04-29,13:42,有自信的陆浩2
203,回购股，都是大跌50%以上，人家老板才会去回购,79,0,"https://guba.eastmoney.com/news,300750,1545283216.html",2025-04-29,13:31,只买强势涨停的股
204,荣盛发展一飞冲天火传说任务,153,1,"https://guba.eastmoney.com/news,002146,1545262062.html",2025-04-29,13:07,一朵红色的玫瑰花
205,荣盛发展节前拉涨停了,153,1,"https://guba.eastmoney.com/news,002146,1545242084.html",2025-04-29,12:05,一朵红色的玫瑰花
