_id,post_title,post_view,comment_num,post_url,post_date,post_time,post_author
47,这个股息率多少,88,0,"https://guba.eastmoney.com/news,zssh000300,1540916281.html",2025-04-17,15:16,股友LxHoEr
50,怎么不按剧本来，尾盘牛在那里,89,1,"https://guba.eastmoney.com/news,zssh000300,1540885627.html",2025-04-17,14:42,股友99633P1E73
51,今天必须破掉3750点，明天期指交割日大暴跌破3650点。,127,3,"https://guba.eastmoney.com/news,zssh000300,1540882028.html",2025-04-17,14:39,股海巡鹰
52,拉上去再砸下来，汪汪队现在量化玩的很溜,76,0,"https://guba.eastmoney.com/news,zssh000300,1540877224.html",2025-04-17,14:35,主力没脊梁
53,早盘买进，尾盘拉高卖出，稳赚,77,0,"https://guba.eastmoney.com/news,zssh000300,1540876439.html",2025-04-17,14:34,股友2822z1w818
54,昨天拉尾盘，今天还会拉吗？亲？,106,1,"https://guba.eastmoney.com/news,zssh000300,1540875207.html",2025-04-17,14:33,股友2822z1w818
55,拉上去啊，连阳神功不能破啊,73,0,"https://guba.eastmoney.com/news,zssh000300,1540874345.html",2025-04-17,14:32,我是谠猿让我先跑
57,好规则能让坏人变好真的这个时候是红不能量化啊反复啊,73,0,"https://guba.eastmoney.com/news,zssh000300,1540836121.html",2025-04-17,13:50,活着是第一要素
58,谁都不买了，一买就是被量化搞死。,78,0,"https://guba.eastmoney.com/news,zssh000300,1540813789.html",2025-04-17,13:25,兰火2
59,价是稳得不错，量却暴露了实际，当然咯，量也可以刷，只是刷的终究是刷的，我希望长虹,87,0,"https://guba.eastmoney.com/news,zssh000300,1540777293.html",2025-04-17,11:52,宁静致远115
60,资金为何“哑铃式”押注港股？,3.1万,51,"https://guba.eastmoney.com/news,sh520550,1540774151.html",2025-04-17,11:41,A股风水大师
61,$沪深300(SH000300)$,77,0,"https://guba.eastmoney.com/news,zssh000300,1540771949.html",2025-04-17,11:35,股友Y6296X8683
63,现在谁傻啊,90,0,"https://guba.eastmoney.com/news,zssh000300,1540719435.html",2025-04-17,10:40,不要追高买
64,这时候券商要给信心拉一波,74,0,"https://guba.eastmoney.com/news,zssh000300,1540690840.html",2025-04-17,10:17,活着是第一要素
65,做空才能挣钱啊哈哈哈哈,121,1,"https://guba.eastmoney.com/news,zssh000001,1540661310.html",2025-04-17,09:56,大空头15
67,你看重组预期？这三个今天能抄底吗？福莱蒽特(SH605566)，博睿数据(SH6,98,1,"https://guba.eastmoney.com/news,zssh000300,1540586561.html",2025-04-17,08:42,低位挖掘机会
70,另外一个淘宝已经占据美国网购app下载榜首，没有中间商赚差价，关税已经不值一提了,123,1,"https://guba.eastmoney.com/news,zssh000300,1540523693.html",2025-04-16,21:05,日曦辉
71,欧盟取消关税还不许卖低价车，这下好了，汽车出口直接十倍利润空间,115,2,"https://guba.eastmoney.com/news,zssh000300,1540521526.html",2025-04-16,20:55,日曦辉
76,本周三天活跃资金持续走弱了,135,0,"https://guba.eastmoney.com/news,zssh000300,1540468722.html",2025-04-16,16:46,古中先nsq
78,把散户的股份买光,85,0,"https://guba.eastmoney.com/news,zssh000300,1540445912.html",2025-04-16,15:27,强哥3xBuQS
79,股市还能玩吗？拿着的不涨，不管拿多久就不涨，割过就大涨，到底问题出在哪？精心选好,94,0,"https://guba.eastmoney.com/news,zssh000300,1540444588.html",2025-04-16,15:23,执行趋势
80,把期指直接打爆了，以后就不会这么扯淡了,92,0,"https://guba.eastmoney.com/news,zssh000300,1540443611.html",2025-04-16,15:21,日曦辉
81,强拉猛拽，有意思吗？太老套，保险银行三桶油三电信,98,0,"https://guba.eastmoney.com/news,zssh000300,1540442528.html",2025-04-16,15:18,金麦穗110
82,就这样干，再干2天，打破期指魔咒。,99,0,"https://guba.eastmoney.com/news,zssh000300,1540435945.html",2025-04-16,15:05,自然而成
83,尾盘搞事，阻止短线指标见底。,84,0,"https://guba.eastmoney.com/news,zssh000300,1540432261.html",2025-04-16,15:01,Cqxhhf
84,下贱,79,0,"https://guba.eastmoney.com/news,zssh000300,1540430387.html",2025-04-16,14:59,多财多谋得说不得
85,五千多个只拉300个，其他的不管了,192,4,"https://guba.eastmoney.com/news,zssh000300,1540430160.html",2025-04-16,14:59,红枣哈密瓜
86,尾盘拉二笔吧,143,2,"https://guba.eastmoney.com/news,zssh000300,1540427261.html",2025-04-16,14:56,下蛋侠
88,关键时候还得吃救心丸啊,77,0,"https://guba.eastmoney.com/news,zssh000300,1540425074.html",2025-04-16,14:54,空中翱游的魚
90,最后10～20分钟，大盘努力努力再努力啊！,78,0,"https://guba.eastmoney.com/news,zssh000300,1540417674.html",2025-04-16,14:48,雅明君
92,拉拉小盘给信心,71,0,"https://guba.eastmoney.com/news,zssh000300,1540384302.html",2025-04-16,14:09,活着是第一要素
93,机构疯狂砸盘为哪般？？？？？？？？？？？？,128,2,"https://guba.eastmoney.com/news,zssh000300,1540378194.html",2025-04-16,14:02,股友6q3g188117
95,从2024年10月7日开始，就要出政策，出来的不落实，没出来的喊了几个月了都没出,78,0,"https://guba.eastmoney.com/news,zssh000300,1540374365.html",2025-04-16,13:57,蛰伏到处暑日
96,虽然只是小幅度的阴，但这个位置，没有绝对把握的参与者最好不要仓位过重，无非少赚点,77,0,"https://guba.eastmoney.com/news,zssh000300,1540372816.html",2025-04-16,13:55,宁静致远115
97,股价仅7元多！却罕见的拥有：全球市场占有率13%！国内市占率前三！并购且注入优质,95,1,"https://guba.eastmoney.com/news,zssh000300,1540353426.html",2025-04-16,13:33,涨停板2024带头大哥
98,弱弱的问一句，买指数好还是买个股好！想长期投资，大概投入10--20年,250,5,"https://guba.eastmoney.com/news,zssh000300,1540300979.html",2025-04-16,11:43,追疯浪子8888002
100,今中阴了。。。,80,1,"https://guba.eastmoney.com/news,zssh000300,1540248495.html",2025-04-16,10:52,话糙理不糙
101,下方3352缺口，会补？,69,0,"https://guba.eastmoney.com/news,zssh000300,1540238447.html",2025-04-16,10:44,speednio
102,看来脸面是也不要了,78,0,"https://guba.eastmoney.com/news,zssh000300,1540220712.html",2025-04-16,10:29,楚风汉韵3333
103,大家先跑，我来掩护,70,0,"https://guba.eastmoney.com/news,zssh000300,1540215431.html",2025-04-16,10:25,我是谠猿让我先跑
104,判断肯定又是暴跌全部跌停跌停跌停跌停跌停跌停跌停跌停无疑！！！！！！！！！！！！,78,0,"https://guba.eastmoney.com/news,zssh000300,1540208485.html",2025-04-16,10:19,股友A123V
106,大家认可的夏炒电,62,0,"https://guba.eastmoney.com/news,zssh000300,1540111298.html",2025-04-16,09:22,不要追高买
110,A股连续6天缩量上涨,108,0,"https://guba.eastmoney.com/news,zssh000300,1540033372.html",2025-04-15,20:28,如恒识财
116,引用最近在读的孟岩新书《投资中，我相信的事》中的一段话“当有一天，投资者、金融从,133,0,"https://guba.eastmoney.com/news,sh510050,1539968837.html",2025-04-15,15:38,稳健复利0129
117,小心，会骗你入群割韭菜，这个东西,139,1,"https://guba.eastmoney.com/news,zssh000300,1539960475.html",2025-04-15,15:13,股友9937N3k865
120,一直3000左右？难道股市是这样吗？,97,1,"https://guba.eastmoney.com/news,zssh000300,1539930263.html",2025-04-15,14:34,股友65170fo386
121,早上高位卖掉的再买起来允许你玩单不要坏了我们需要的是信心红起来,83,0,"https://guba.eastmoney.com/news,zssh000300,1539930203.html",2025-04-15,14:34,活着是第一要素
123,缺口处这样的下落是不错的了,84,0,"https://guba.eastmoney.com/news,zssh000300,1539923113.html",2025-04-15,14:25,宁静致远115
126,国家队又在买买买真有钱:$,98,0,"https://guba.eastmoney.com/news,zssh000300,1539840633.html",2025-04-15,12:03,吃饱了才有力气
128,我着实没搞懂，这么多年了，这么多年了！为什么还在3000多点？,98,0,"https://guba.eastmoney.com/news,zssh000300,1539800947.html",2025-04-15,10:56,昨晚梦到一夜暴富
129,我的2台电脑这几天都出现网页打开和刷新时间明显增加的现象，伙伴们有吗?,86,0,"https://guba.eastmoney.com/news,zssh000300,1539788239.html",2025-04-15,10:44,东方79398
130,免签政策“时间增量”催热中国入境游新业态,91,2,"https://guba.eastmoney.com/news,zssh000300,1539771628.html",2025-04-15,10:28,投资需要哲学思想
131,[赞][赞],73,0,"https://guba.eastmoney.com/news,zssh000300,1539757335.html",2025-04-15,10:16,自由的杉
132,股息率3.33%碾压国债！中证A500ETF今日分红登记,3.3万,54,"https://guba.eastmoney.com/news,sh560610,1539742101.html",2025-04-15,10:05,十年10倍的价值投资者
133,黑嘴天天忽悠你们这些糊涂的散户,95,1,"https://guba.eastmoney.com/news,zssh000300,1539730053.html",2025-04-15,09:57,最糊涂的就是散户
134,此苟骗子，碰见喷就完事了,92,0,"https://guba.eastmoney.com/news,zssh000300,1539713505.html",2025-04-15,09:48,股友9937N3k865
136,根据山东能源集团2025年度战略发布会公开信息及、、等资料，关于新风光电子科技股,385,1,"https://guba.eastmoney.com/news,688663,1539578189.html",2025-04-14,19:21,股友XOinoJ
137,$沪深300(SH000300)$,110,0,"https://guba.eastmoney.com/news,zssh000300,1539563616.html",2025-04-14,18:08,割是个传说
139,关税影响下政策发力扩内需,210,0,"https://guba.eastmoney.com/news,of020236,1539550260.html",2025-04-14,17:06,梦想的样子
140,今天A股高开,152,0,"https://guba.eastmoney.com/news,of020236,1539542315.html",2025-04-14,16:31,铁扇公主de芭蕉扇
141,最近市场波动大,179,1,"https://guba.eastmoney.com/news,of020236,1539533951.html",2025-04-14,15:54,一池喜欢
145,无论神仙佛，高手专家，赌神赌侠赌怪，来了都要佩服五体投地感觉要怀疑人生。也要亏到,101,0,"https://guba.eastmoney.com/news,zssh000300,1539448679.html",2025-04-14,13:45,账户已注销
147,这一波反弹行情结束之后，全球股市可能会开启不确定性主导的新周期，投资难度加大，预,178,0,"https://guba.eastmoney.com/news,zssh000300,1539415352.html",2025-04-14,13:08,基本差评
148,市场在尽力尝试，就是力不从心，至少比不尝试强很多了,83,0,"https://guba.eastmoney.com/news,zssh000300,1539409701.html",2025-04-14,13:02,宁静致远115
149,没人要的东西，主力资金全去护50了，300就是购石一坨,95,0,"https://guba.eastmoney.com/news,zssh000300,1539342870.html",2025-04-14,10:45,画图家
150,沪深300连上证指数都跑不过,200,4,"https://guba.eastmoney.com/news,zssh000300,1539329466.html",2025-04-14,10:33,十囿八韭
151,打爆空头！抄底！抄底！,83,1,"https://guba.eastmoney.com/news,zssh000300,1539312309.html",2025-04-14,10:19,小白一剑封喉
152,希望打爆空头，而不是收割多头。多头被你们搞得伤痕累累，而你们却让空头有序撤离，搞,87,1,"https://guba.eastmoney.com/news,zssh000300,1539306273.html",2025-04-14,10:14,坚持J10理论必赢
154,真搞不懂，明明真相是对中国电子产品中的美国技术部分豁免，其他的不豁免，为什么许多,260,3,"https://guba.eastmoney.com/news,zssh000300,1539210105.html",2025-04-14,09:15,心存侥幸多输钱
156,$沪深300(SH000300)$,75,0,"https://guba.eastmoney.com/news,zssh000300,1539199406.html",2025-04-14,07:59,热情的贺淼7
157,是否博弈抄底吗？博弈论是不是利好，重组成功哦，一字板了哦！*ST工智(SZ000,126,1,"https://guba.eastmoney.com/news,zssh000300,1539194894.html",2025-04-14,06:12,低位挖掘机会
158,论上涨与下跌的理由,138,0,"https://guba.eastmoney.com/news,zssh000300,1539190144.html",2025-04-14,01:10,七会树
162,博弈吗，抄底吗？博弈论是不是利好，重组成功哦，一字板了哦！*ST工智(SZ000,256,1,"https://guba.eastmoney.com/news,002620,1539156686.html",2025-04-13,16:04,低位挖掘机会
164,周线大M头加岛形反转，下周一不跳空低开低走就是万幸，看看十月八号那天的走势，让人,71,0,"https://guba.eastmoney.com/news,zssh000300,1539146069.html",2025-04-13,13:54,适时离场
165,现在做生意有多难你们都不知道,213,0,"https://guba.eastmoney.com/news,zssh000300,1539136447.html",2025-04-13,10:43,不要追高买
166,带加速度的努力,175,0,"https://guba.eastmoney.com/news,zssh000300,1539130733.html",2025-04-13,09:23,七会树
169,转发,260,0,"https://guba.eastmoney.com/news,zssh000300,1539076483.html",2025-04-12,09:35,涅槃重生Lily
172,一夜回到2005年。@优优投顾 @泓路股道论股 @蒙KC4313 $西方石,212,0,"https://guba.eastmoney.com/news,usoxy,1539003214.html",2025-04-11,18:43,只买比亚迪
173,一夜回到2005年。比大A牛。原本你老二，现在你老大。$沪深300(SH0003,283,0,"https://guba.eastmoney.com/news,zssh000300,1539002749.html",2025-04-11,18:40,只买比亚迪
174,，一夜回到2017年。想想除了大A还有这一个奇葩@和讯网 @财联社 @南方V,213,0,"https://guba.eastmoney.com/news,600811,1539002211.html",2025-04-11,18:37,只买比亚迪
175,石油价格一夜回到2017年年底。@南方V财富 @财联社 @和讯网 $上证指,213,0,"https://guba.eastmoney.com/news,zssh000001,1539002012.html",2025-04-11,18:36,只买比亚迪
177,指数本周下跌2.87%，而活跃资金周流入7.29%。在政策强势呵护下，指数绝地反,210,1,"https://guba.eastmoney.com/news,zssh000300,1538985512.html",2025-04-11,17:16,古中先nsq
182,快收盘，坚持不住了,148,0,"https://guba.eastmoney.com/news,zssh000300,1538928267.html",2025-04-11,14:44,我是谠猿让我先跑
185,红绿告诉你是否结束了？,147,0,"https://guba.eastmoney.com/news,zssh000300,1538786391.html",2025-04-11,11:20,话糙理不糙
186,***证监会对于那些利用市场情绪恶意做空行为予以密切监控，并采取有力措施惩治！,155,0,"https://guba.eastmoney.com/news,zssh000300,1538780570.html",2025-04-11,11:14,投资需要哲学思想
187,杀多头了,144,1,"https://guba.eastmoney.com/news,zssh000300,1538766788.html",2025-04-11,11:00,牛气冲天888FFF
189,我们进来的钱在哪里？为什么缩量,121,0,"https://guba.eastmoney.com/news,zssh000300,1538739385.html",2025-04-11,10:35,活着是第一要素
190,东升西落可能真的来了，珍惜硬科技赛道的底部机会！,4.1万,48,"https://guba.eastmoney.com/news,sh589770,1538739163.html",2025-04-11,10:35,量化小白
192,生死看淡，不服就干,69,0,"https://guba.eastmoney.com/news,zssh000300,1538614004.html",2025-04-11,09:10,楠楠自语本尊
194,宽基指数，只要有阴线，就加仓。千万不要想着卖。宽基指数就相当于余额宝。,112,0,"https://guba.eastmoney.com/news,zssh000300,1538598737.html",2025-04-11,07:50,割是个传说
195,珍惜2025年的阴线。还有主升浪。,108,1,"https://guba.eastmoney.com/news,zssh000300,1538594315.html",2025-04-11,07:12,割是个传说
196,面对一个增长异常迅速的行业，总是很兴奋。然而面对该行业迅速增长的人数和激增的工,144,0,"https://guba.eastmoney.com/news,zssh000300,1538582419.html",2025-04-11,00:48,七会树
203,市场回暖！机构加仓的信号你看懂了吗？,3.1万,123,"https://guba.eastmoney.com/news,of008515,1538503231.html",2025-04-10,17:11,基金小师妹
204,不给力,98,0,"https://guba.eastmoney.com/news,zssh000300,1538497524.html",2025-04-10,16:45,又长起来的韭菜
207,快收盘吧，要坚持不下去了,88,0,"https://guba.eastmoney.com/news,zssh000300,1538458026.html",2025-04-10,14:55,我是谠猿让我先跑
208,跌你你没输过，涨你没赢过！这种级别的机会我竟然买了指数，悔不该当初,92,0,"https://guba.eastmoney.com/news,zssh000300,1538418453.html",2025-04-10,14:20,沃伦巴菲特说
209,老乡别走,77,0,"https://guba.eastmoney.com/news,zssh000300,1538391125.html",2025-04-10,13:50,牛气冲天888FFF
211,沙特ETF关税风暴中逆势领涨，两大标的有望成全球资金“抗跌方舟”？,3.4万,135,"https://guba.eastmoney.com/news,sh520830,1538362148.html",2025-04-10,13:19,基金小师妹
212,表现应该不会最差！！！？,76,0,"https://guba.eastmoney.com/news,zssh000300,1538361175.html",2025-04-10,13:18,荷花秋华
213,就看现在补缺口的架势了,126,4,"https://guba.eastmoney.com/news,zssh000300,1538351650.html",2025-04-10,13:09,宁静致远115
217,真要护盘就不要让大盘剧烈波动、每次剧烈波动都会消耗体力,102,2,"https://guba.eastmoney.com/news,zssh000300,1538310011.html",2025-04-10,11:26,mw99
219,昨天底气那么足，今天全球都在反弹，你又犹豫了，我真是服了。,91,0,"https://guba.eastmoney.com/news,zssh000300,1538274261.html",2025-04-10,10:54,Tot小怪兽
220,快抄底，为国接盘,84,0,"https://guba.eastmoney.com/news,zssh000300,1538249944.html",2025-04-10,10:36,只好收息攒钱
221,吾辈当自强,82,0,"https://guba.eastmoney.com/news,zssh000300,1538229978.html",2025-04-10,10:22,n671813471520378
222,快跑，牛市来了,110,1,"https://guba.eastmoney.com/news,zssh000300,1538135104.html",2025-04-10,09:32,yangquanxi
223,中国股市更加要雄起。因为我们有实体、有强大的金融支撑，只要整合起来给人民信心维护,76,1,"https://guba.eastmoney.com/news,zssh000300,1538134016.html",2025-04-10,09:32,提琴1234567890AB
225,今天哪个机构敢做空，后面就不要再这个市场活了,61,0,"https://guba.eastmoney.com/news,zssh000300,1538102276.html",2025-04-10,08:59,已买进涨涨涨
237,本轮tiaozheng会持续到5月份吗？到时候看,149,0,"https://guba.eastmoney.com/news,zssh000300,1537939849.html",2025-04-09,16:50,gadgetboy
244,那最后一抖是啥意思啊,107,1,"https://guba.eastmoney.com/news,zssh000300,1537909123.html",2025-04-09,15:14,我是谠猿让我先跑
246,今天大家都挺团结的啊，国内机构都流入了,86,0,"https://guba.eastmoney.com/news,zssh000300,1537890032.html",2025-04-09,14:51,股友v9703e9336
247,卖空评级，关税不去，上市公司利润会降30%,87,0,"https://guba.eastmoney.com/news,zssh000300,1537863788.html",2025-04-09,14:30,王牌空头
249,怎么这么弱,76,0,"https://guba.eastmoney.com/news,zssh000300,1537855844.html",2025-04-09,14:23,股友m93966582o
250,今天没出手,73,0,"https://guba.eastmoney.com/news,zssh000300,1537839958.html",2025-04-09,14:09,股友2822z1w818
253,宁德时代拖后腿了,77,0,"https://guba.eastmoney.com/news,zssh000300,1537830883.html",2025-04-09,14:01,反向哥不是你哥
254,现在红盘反抽，最后的逃命点,81,0,"https://guba.eastmoney.com/news,zssh000300,1537811782.html",2025-04-09,13:46,牛气冲天888FFF
255,这指数稳的作用大，定海神针之。。。很费银子，为啥多路资金买入怎就不涨呢？,102,1,"https://guba.eastmoney.com/news,zssh000300,1537782098.html",2025-04-09,13:22,话糙理不糙
256,关税免疫+日元避险！这只ETF或成全球震荡市的“防御盾”！,3.1万,131,"https://guba.eastmoney.com/news,sz159687,1537768460.html",2025-04-09,13:08,巴徒投基金
257,见证惊心动魄的金融之战！,83,0,"https://guba.eastmoney.com/news,zssh000300,1537766584.html",2025-04-09,13:06,话糙理不糙
258,继续加仓猛干,159,0,"https://guba.eastmoney.com/news,of006025,1537763372.html",2025-04-09,13:02,女大学生股民
259,$沪深300(SH000300)$,79,0,"https://guba.eastmoney.com/news,zssh000300,1537751605.html",2025-04-09,12:30,股友T07596W772
260,博弈吗，抄底吗？请问这个连续跌停，今天能抄底了吗？拓山重工(SZ001226),185,2,"https://guba.eastmoney.com/news,zssz399006,1537748422.html",2025-04-09,12:16,低位挖掘机会
261,在现在这个不确定因素的前提下，尽量选择上游行业。不要轻易去赌反转，除非自己有把握,84,0,"https://guba.eastmoney.com/news,zssh000300,1537747039.html",2025-04-09,12:11,拥抱金九银十
262,才涨这么点，仍然是阴晴未定之象，小心为上,112,1,"https://guba.eastmoney.com/news,zssh000300,1537743525.html",2025-04-09,11:57,宁静致远115
263,那个队吃午饭去了,78,0,"https://guba.eastmoney.com/news,zssh000300,1537715845.html",2025-04-09,11:13,复利姬ovo
264,作为长期卖空gamma的“空头”，本轮就期望着国家队拉涨打爆大空头！这个时候，,107,2,"https://guba.eastmoney.com/news,zssh000300,1537710703.html",2025-04-09,11:08,空头是市场的良心
265,理性投资者呼吁暂停资本市场融资功能，避免更多资金深度套牢，为将来的反弹保留资金实,76,0,"https://guba.eastmoney.com/news,zssh000300,1537628592.html",2025-04-09,10:09,三百六十五里路
266,两万五千家机构偷偷买进电力板块了，,110,1,"https://guba.eastmoney.com/news,zssh000300,1537605080.html",2025-04-09,09:57,不要追高买
267,珍惜低点，下午国家队会拉,61,0,"https://guba.eastmoney.com/news,zssh000300,1537586436.html",2025-04-09,09:49,只好收息攒钱
269,买ETF的国家队，下午才能操作，上午还是要靠市场自己要有信心呀,66,0,"https://guba.eastmoney.com/news,zssh000300,1537556599.html",2025-04-09,09:38,空头是市场的良心
270,ST新潮大股东以3.1元/股正式要约收购20%股份，现价2.65元。具备确定性,57,0,"https://guba.eastmoney.com/news,zssh000300,1537514723.html",2025-04-09,09:21,巡游xnhushka
272,抄底！！抄底！同志们，机会！,103,2,"https://guba.eastmoney.com/news,zssh000300,1537504743.html",2025-04-09,08:58,小白一剑封喉
273,怎么办请问这三个连续跌停，明天能抄底了吗？拓山重工(SZ001226)原尚股份(,138,2,"https://guba.eastmoney.com/news,zssz399673,1537500696.html",2025-04-09,08:43,有为而治大阳线
274,啥都不要信，局势稳定再进场。们不值得被信任。,72,0,"https://guba.eastmoney.com/news,zssh000300,1537488927.html",2025-04-09,07:44,犇犇犇牛牛牛美女
275,今天大A会走出独立行情，开始暴涨吗？,82,1,"https://guba.eastmoney.com/news,zssh000300,1537485517.html",2025-04-09,07:24,书中应有黄金屋
276,上证指数都已跌破了3150的地点，各大指数互相印证。3150点以上是一个盘整了6,108,0,"https://guba.eastmoney.com/news,zssh000300,1537480536.html",2025-04-09,06:33,职业投资者999
279,如此巨挫之下，今天的反抽力度是可以接受的，只是缺口太大,119,0,"https://guba.eastmoney.com/news,zssh000300,1537442955.html",2025-04-08,22:49,宁静致远115
280,有农业概念吗？有我就加仓了,134,0,"https://guba.eastmoney.com/news,300237,1537440267.html",2025-04-08,22:38,女大学生股民
281,510300今天涨了0.95%，但是沪深300指数是涨了1.71%这是咋回事,201,2,"https://guba.eastmoney.com/news,sh510300,1537424916.html",2025-04-08,21:46,扎克的期权记录
282,15年7月10,96,0,"https://guba.eastmoney.com/news,zssh000300,1537377059.html",2025-04-08,18:27,职业投资者999
284,同志们，现在是抄底的时候了！抄底抄底抄底！！！1,91,0,"https://guba.eastmoney.com/news,zssh000300,1537357051.html",2025-04-08,17:08,小白一剑封喉
286,盘面显示，关键时候还得是上证为代表的大盘股靠的住,70,0,"https://guba.eastmoney.com/news,zssh000300,1537302426.html",2025-04-08,14:52,宁静致远115
287,就知道拉尾盘，琐,71,0,"https://guba.eastmoney.com/news,zssh000300,1537297911.html",2025-04-08,14:49,只好收息攒钱
288,屏幕拉满了，快换个大的显示屏,69,0,"https://guba.eastmoney.com/news,zssh000300,1537289539.html",2025-04-08,14:41,倔强的大A
290,某队入场了,70,0,"https://guba.eastmoney.com/news,zssh000300,1537285282.html",2025-04-08,14:37,朔光的
291,还不如美日股市反弹多……,100,2,"https://guba.eastmoney.com/news,zssh000300,1537243031.html",2025-04-08,13:58,我本无尘
292,中央汇金、国新呢？,131,2,"https://guba.eastmoney.com/news,zssh000300,1537239069.html",2025-04-08,13:55,勤奋的新情雅17
296,右侧又加仓了。,95,0,"https://guba.eastmoney.com/news,zssh000300,1537166912.html",2025-04-08,12:54,割是个传说
299,稳住！稳住！稳住！打爆做空的空头。,75,0,"https://guba.eastmoney.com/news,zssh000300,1537159485.html",2025-04-08,12:26,海哥088888
300,上涨近6%，红利低波型沙特ETF在震荡中更凸显避险价值！,5.7万,139,"https://guba.eastmoney.com/news,sh520830,1537158896.html",2025-04-08,12:24,ETF一刀流
303,A50上涨都带不动你，跌的时候你当仁不让。。。,83,0,"https://guba.eastmoney.com/news,zssh000300,1537129922.html",2025-04-08,11:20,Tot小怪兽
304,同志们现在不抄底等待何时?抄底抄底！！！抄底！,87,0,"https://guba.eastmoney.com/news,zssh000300,1537126917.html",2025-04-08,11:17,小白一剑封喉
308,准备明天加仓大A，A股跌到年线附近了,83,0,"https://guba.eastmoney.com/news,zssh000300,1537062143.html",2025-04-08,10:24,一池喜欢
